"","date","id","block","trial","word","font","valence","resp","rt","wf_kf","val_mn","arous_mn","domin_mn","val_sd","arous_sd","domin_sd"
"17","2022-09-23_10h37.26.144",1002,"practice",17,"yellow","yellow",NA,"k",1280.7,NA,NA,NA,NA,NA,NA,NA
"18","2022-09-23_10h37.26.144",1002,"practice",18,"green","blue",NA,"f",1432.4,NA,NA,NA,NA,NA,NA,NA
"19","2022-09-23_10h37.26.144",1002,"practice",19,"green","green",NA,"f",1114.3,NA,NA,NA,NA,NA,NA,NA
"20","2022-09-23_10h37.26.144",1002,"practice",20,"yellow","blue",NA,"k",1299.6,NA,NA,NA,NA,NA,NA,NA
"21","2022-09-23_10h37.26.144",1002,"practice",21,"blue","yellow",NA,"k",2999.4,NA,NA,NA,NA,NA,NA,NA
"22","2022-09-23_10h37.26.144",1002,"practice",22,"yellow","orange",NA,"j",984,NA,NA,NA,NA,NA,NA,NA
"23","2022-09-23_10h37.26.144",1002,"practice",23,"green","green",NA,"f",832.1,NA,NA,NA,NA,NA,NA,NA
"24","2022-09-23_10h37.26.144",1002,"practice",24,"orange","orange",NA,"j",1121.3,NA,NA,NA,NA,NA,NA,NA
"25","2022-09-23_10h37.26.144",1002,"stroop",1,"blue","blue",NA,"d",930.6,NA,NA,NA,NA,NA,NA,NA
"26","2022-09-23_10h37.26.144",1002,"stroop",2,"orange","orange",NA,"j",815.1,NA,NA,NA,NA,NA,NA,NA
"27","2022-09-23_10h37.26.144",1002,"stroop",3,"green","green",NA,"f",533.3,NA,NA,NA,NA,NA,NA,NA
"28","2022-09-23_10h37.26.144",1002,"stroop",4,"green","green",NA,"f",900,NA,NA,NA,NA,NA,NA,NA
"29","2022-09-23_10h37.26.144",1002,"stroop",5,"orange","orange",NA,"j",683.2,NA,NA,NA,NA,NA,NA,NA
"30","2022-09-23_10h37.26.144",1002,"stroop",6,"yellow","yellow",NA,"k",800.2,NA,NA,NA,NA,NA,NA,NA
"31","2022-09-23_10h37.26.144",1002,"stroop",7,"green","green",NA,"f",1038.8,NA,NA,NA,NA,NA,NA,NA
"32","2022-09-23_10h37.26.144",1002,"stroop",8,"green","green",NA,"f",616.4,NA,NA,NA,NA,NA,NA,NA
"33","2022-09-23_10h37.26.144",1002,"stroop",9,"blue","blue",NA,"d",798,NA,NA,NA,NA,NA,NA,NA
"34","2022-09-23_10h37.26.144",1002,"stroop",10,"orange","blue",NA,"d",1648.3,NA,NA,NA,NA,NA,NA,NA
"35","2022-09-23_10h37.26.144",1002,"stroop",11,"blue","blue",NA,"d",585.7,NA,NA,NA,NA,NA,NA,NA
"36","2022-09-23_10h37.26.144",1002,"stroop",12,"green","yellow",NA,"k",1213.7,NA,NA,NA,NA,NA,NA,NA
"37","2022-09-23_10h37.26.144",1002,"stroop",13,"yellow","green",NA,"f",1545.7,NA,NA,NA,NA,NA,NA,NA
"38","2022-09-23_10h37.26.144",1002,"stroop",14,"blue","blue",NA,"d",665.4,NA,NA,NA,NA,NA,NA,NA
"39","2022-09-23_10h37.26.144",1002,"stroop",15,"orange","orange",NA,"j",597.7,NA,NA,NA,NA,NA,NA,NA
"40","2022-09-23_10h37.26.144",1002,"stroop",16,"blue","blue",NA,"d",548,NA,NA,NA,NA,NA,NA,NA
"41","2022-09-23_10h37.26.144",1002,"stroop",17,"green","green",NA,"f",1465.7,NA,NA,NA,NA,NA,NA,NA
"42","2022-09-23_10h37.26.144",1002,"stroop",18,"orange","orange",NA,"j",764.6,NA,NA,NA,NA,NA,NA,NA
"43","2022-09-23_10h37.26.144",1002,"stroop",19,"yellow","orange",NA,"k",797.4,NA,NA,NA,NA,NA,NA,NA
"44","2022-09-23_10h37.26.144",1002,"stroop",20,"blue","orange",NA,"j",1702,NA,NA,NA,NA,NA,NA,NA
"45","2022-09-23_10h37.26.144",1002,"stroop",21,"orange","orange",NA,"j",599.2,NA,NA,NA,NA,NA,NA,NA
"46","2022-09-23_10h37.26.144",1002,"stroop",22,"green","green",NA,"f",783.9,NA,NA,NA,NA,NA,NA,NA
"47","2022-09-23_10h37.26.144",1002,"stroop",23,"orange","orange",NA,"j",866.7,NA,NA,NA,NA,NA,NA,NA
"48","2022-09-23_10h37.26.144",1002,"stroop",24,"orange","orange",NA,"j",483.2,NA,NA,NA,NA,NA,NA,NA
"49","2022-09-23_10h37.26.144",1002,"stroop",25,"yellow","green",NA,"f",2149.5,NA,NA,NA,NA,NA,NA,NA
"50","2022-09-23_10h37.26.144",1002,"stroop",26,"orange","green",NA,"f",1566.6,NA,NA,NA,NA,NA,NA,NA
"51","2022-09-23_10h37.26.144",1002,"stroop",27,"green","blue",NA,"d",1467,NA,NA,NA,NA,NA,NA,NA
"52","2022-09-23_10h37.26.144",1002,"stroop",28,"yellow","orange",NA,"j",1581,NA,NA,NA,NA,NA,NA,NA
"53","2022-09-23_10h37.26.144",1002,"stroop",29,"green","blue",NA,"d",1196.2,NA,NA,NA,NA,NA,NA,NA
"54","2022-09-23_10h37.26.144",1002,"stroop",30,"green","green",NA,"f",1266.1,NA,NA,NA,NA,NA,NA,NA
"55","2022-09-23_10h37.26.144",1002,"stroop",31,"yellow","green",NA,"f",1518.5,NA,NA,NA,NA,NA,NA,NA
"56","2022-09-23_10h37.26.144",1002,"stroop",32,"blue","yellow",NA,"j",1130.6,NA,NA,NA,NA,NA,NA,NA
"57","2022-09-23_10h37.26.144",1002,"stroop",33,"blue","blue",NA,"d",2231.6,NA,NA,NA,NA,NA,NA,NA
"58","2022-09-23_10h37.26.144",1002,"stroop",34,"green","green",NA,"f",967.2,NA,NA,NA,NA,NA,NA,NA
"59","2022-09-23_10h37.26.144",1002,"stroop",35,"green","green",NA,"f",514.6,NA,NA,NA,NA,NA,NA,NA
"60","2022-09-23_10h37.26.144",1002,"stroop",36,"yellow","yellow",NA,"k",866.5,NA,NA,NA,NA,NA,NA,NA
"61","2022-09-23_10h37.26.144",1002,"stroop",37,"orange","orange",NA,"j",616.4,NA,NA,NA,NA,NA,NA,NA
"62","2022-09-23_10h37.26.144",1002,"stroop",38,"yellow","yellow",NA,"k",716.2,NA,NA,NA,NA,NA,NA,NA
"63","2022-09-23_10h37.26.144",1002,"stroop",39,"yellow","blue",NA,"d",1250.5,NA,NA,NA,NA,NA,NA,NA
"64","2022-09-23_10h37.26.144",1002,"stroop",40,"orange","blue",NA,"d",716.2,NA,NA,NA,NA,NA,NA,NA
"65","2022-09-23_10h37.26.144",1002,"stroop",41,"blue","orange",NA,"j",2050,NA,NA,NA,NA,NA,NA,NA
"66","2022-09-23_10h37.26.144",1002,"stroop",42,"orange","orange",NA,"j",700.1,NA,NA,NA,NA,NA,NA,NA
"67","2022-09-23_10h37.26.144",1002,"stroop",43,"yellow","yellow",NA,"k",685.8,NA,NA,NA,NA,NA,NA,NA
"68","2022-09-23_10h37.26.144",1002,"stroop",44,"yellow","yellow",NA,"k",431.6,NA,NA,NA,NA,NA,NA,NA
"69","2022-09-23_10h37.26.144",1002,"stroop",45,"blue","blue",NA,"d",601.2,NA,NA,NA,NA,NA,NA,NA
"70","2022-09-23_10h37.26.144",1002,"stroop",46,"blue","blue",NA,"d",448.2,NA,NA,NA,NA,NA,NA,NA
"71","2022-09-23_10h37.26.144",1002,"stroop",47,"green","orange",NA,"j",1466.5,NA,NA,NA,NA,NA,NA,NA
"72","2022-09-23_10h37.26.144",1002,"stroop",48,"yellow","yellow",NA,"k",634,NA,NA,NA,NA,NA,NA,NA
"73","2022-09-23_10h37.26.144",1002,"stroop",49,"orange","orange",NA,"j",931.7,NA,NA,NA,NA,NA,NA,NA
"74","2022-09-23_10h37.26.144",1002,"stroop",50,"blue","blue",NA,"d",667.2,NA,NA,NA,NA,NA,NA,NA
"75","2022-09-23_10h37.26.144",1002,"stroop",51,"yellow","yellow",NA,"k",752.3,NA,NA,NA,NA,NA,NA,NA
"76","2022-09-23_10h37.26.144",1002,"stroop",52,"orange","yellow",NA,"k",868.3,NA,NA,NA,NA,NA,NA,NA
"77","2022-09-23_10h37.26.144",1002,"stroop",53,"blue","blue",NA,"d",582.1,NA,NA,NA,NA,NA,NA,NA
"78","2022-09-23_10h37.26.144",1002,"stroop",54,"yellow","orange",NA,"j",863.9,NA,NA,NA,NA,NA,NA,NA
"79","2022-09-23_10h37.26.144",1002,"stroop",55,"blue","green",NA,"f",832.7,NA,NA,NA,NA,NA,NA,NA
"80","2022-09-23_10h37.26.144",1002,"stroop",56,"blue","blue",NA,"d",696.8,NA,NA,NA,NA,NA,NA,NA
"81","2022-09-23_10h37.26.144",1002,"stroop",57,"green","yellow",NA,"k",1516.4,NA,NA,NA,NA,NA,NA,NA
"82","2022-09-23_10h37.26.144",1002,"stroop",58,"blue","yellow",NA,"k",433.7,NA,NA,NA,NA,NA,NA,NA
"83","2022-09-23_10h37.26.144",1002,"stroop",59,"blue","blue",NA,"d",641.5,NA,NA,NA,NA,NA,NA,NA
"84","2022-09-23_10h37.26.144",1002,"stroop",60,"yellow","yellow",NA,"k",666.7,NA,NA,NA,NA,NA,NA,NA
"85","2022-09-23_10h37.26.144",1002,"stroop",61,"yellow","orange",NA,"j",1049.9,NA,NA,NA,NA,NA,NA,NA
"86","2022-09-23_10h37.26.144",1002,"stroop",62,"orange","blue",NA,"d",1431,NA,NA,NA,NA,NA,NA,NA
"87","2022-09-23_10h37.26.144",1002,"stroop",63,"yellow","green",NA,"f",1116.1,NA,NA,NA,NA,NA,NA,NA
"88","2022-09-23_10h37.26.144",1002,"stroop",64,"yellow","green",NA,"f",497.3,NA,NA,NA,NA,NA,NA,NA
"89","2022-09-23_10h37.26.144",1002,"stroop",65,"blue","yellow",NA,"d",663.1,NA,NA,NA,NA,NA,NA,NA
"90","2022-09-23_10h37.26.144",1002,"stroop",66,"yellow","yellow",NA,"k",1399.3,NA,NA,NA,NA,NA,NA,NA
"91","2022-09-23_10h37.26.144",1002,"stroop",67,"blue","blue",NA,"d",698.4,NA,NA,NA,NA,NA,NA,NA
"92","2022-09-23_10h37.26.144",1002,"stroop",68,"blue","orange",NA,"j",3748,NA,NA,NA,NA,NA,NA,NA
"93","2022-09-23_10h37.26.144",1002,"stroop",69,"yellow","blue",NA,"d",1014.1,NA,NA,NA,NA,NA,NA,NA
"94","2022-09-23_10h37.26.144",1002,"stroop",70,"blue","orange",NA,"j",1333.9,NA,NA,NA,NA,NA,NA,NA
"95","2022-09-23_10h37.26.144",1002,"stroop",71,"green","green",NA,"f",497.5,NA,NA,NA,NA,NA,NA,NA
"96","2022-09-23_10h37.26.144",1002,"stroop",72,"orange","orange",NA,"j",1463,NA,NA,NA,NA,NA,NA,NA
"97","2022-09-23_10h37.26.144",1002,"stroop",73,"blue","blue",NA,"d",930.4,NA,NA,NA,NA,NA,NA,NA
"98","2022-09-23_10h37.26.144",1002,"stroop",74,"yellow","yellow",NA,"k",538.6,NA,NA,NA,NA,NA,NA,NA
"99","2022-09-23_10h37.26.144",1002,"stroop",75,"green","green",NA,"f",649.6,NA,NA,NA,NA,NA,NA,NA
"100","2022-09-23_10h37.26.144",1002,"stroop",76,"green","yellow",NA,"k",1833.1,NA,NA,NA,NA,NA,NA,NA
"101","2022-09-23_10h37.26.144",1002,"stroop",77,"green","orange",NA,"f",998.7,NA,NA,NA,NA,NA,NA,NA
"102","2022-09-23_10h37.26.144",1002,"stroop",78,"blue","blue",NA,"d",616.2,NA,NA,NA,NA,NA,NA,NA
"103","2022-09-23_10h37.26.144",1002,"stroop",79,"blue","yellow",NA,"k",1435.3,NA,NA,NA,NA,NA,NA,NA
"104","2022-09-23_10h37.26.144",1002,"stroop",80,"orange","yellow",NA,"j",832.5,NA,NA,NA,NA,NA,NA,NA
"105","2022-09-23_10h37.26.144",1002,"stroop",81,"orange","green",NA,"f",1565.3,NA,NA,NA,NA,NA,NA,NA
"106","2022-09-23_10h37.26.144",1002,"stroop",82,"green","green",NA,"f",1049,NA,NA,NA,NA,NA,NA,NA
"107","2022-09-23_10h37.26.144",1002,"stroop",83,"green","green",NA,"f",481.5,NA,NA,NA,NA,NA,NA,NA
"108","2022-09-23_10h37.26.144",1002,"stroop",84,"orange","green",NA,"f",1433.9,NA,NA,NA,NA,NA,NA,NA
"109","2022-09-23_10h37.26.144",1002,"stroop",85,"green","blue",NA,"d",1481.9,NA,NA,NA,NA,NA,NA,NA
"110","2022-09-23_10h37.26.144",1002,"stroop",86,"blue","yellow",NA,"k",1065.1,NA,NA,NA,NA,NA,NA,NA
"111","2022-09-23_10h37.26.144",1002,"stroop",87,"orange","yellow",NA,"k",729.6,NA,NA,NA,NA,NA,NA,NA
"112","2022-09-23_10h37.26.144",1002,"stroop",88,"orange","yellow",NA,"k",498.5,NA,NA,NA,NA,NA,NA,NA
"113","2022-09-23_10h37.26.144",1002,"stroop",89,"yellow","orange",NA,"j",696.8,NA,NA,NA,NA,NA,NA,NA
"114","2022-09-23_10h37.26.144",1002,"stroop",90,"yellow","yellow",NA,"k",631.8,NA,NA,NA,NA,NA,NA,NA
"115","2022-09-23_10h37.26.144",1002,"stroop",91,"orange","blue",NA,"d",980.7,NA,NA,NA,NA,NA,NA,NA
"116","2022-09-23_10h37.26.144",1002,"stroop",92,"green","yellow",NA,"k",1281.4,NA,NA,NA,NA,NA,NA,NA
"117","2022-09-23_10h37.26.144",1002,"stroop",93,"green","orange",NA,"j",822.3,NA,NA,NA,NA,NA,NA,NA
"118","2022-09-23_10h37.26.144",1002,"stroop",94,"yellow","yellow",NA,"k",682.7,NA,NA,NA,NA,NA,NA,NA
"119","2022-09-23_10h37.26.144",1002,"stroop",95,"orange","yellow",NA,"k",982.8,NA,NA,NA,NA,NA,NA,NA
"120","2022-09-23_10h37.26.144",1002,"stroop",96,"blue","green",NA,"f",852.3,NA,NA,NA,NA,NA,NA,NA
"121","2022-09-23_10h37.26.144",1002,"stroop",97,"green","green",NA,"f",482.9,NA,NA,NA,NA,NA,NA,NA
"122","2022-09-23_10h37.26.144",1002,"stroop",98,"orange","orange",NA,"j",801.8,NA,NA,NA,NA,NA,NA,NA
"123","2022-09-23_10h37.26.144",1002,"stroop",99,"blue","green",NA,"f",1166.5,NA,NA,NA,NA,NA,NA,NA
"124","2022-09-23_10h37.26.144",1002,"stroop",100,"yellow","blue",NA,"d",783.6,NA,NA,NA,NA,NA,NA,NA
"125","2022-09-23_10h37.26.144",1002,"stroop",101,"yellow","yellow",NA,"k",615.8,NA,NA,NA,NA,NA,NA,NA
"126","2022-09-23_10h37.26.144",1002,"stroop",102,"blue","orange",NA,"j",1347.3,NA,NA,NA,NA,NA,NA,NA
"127","2022-09-23_10h37.26.144",1002,"stroop",103,"yellow","yellow",NA,"k",2014.6,NA,NA,NA,NA,NA,NA,NA
"128","2022-09-23_10h37.26.144",1002,"stroop",104,"orange","orange",NA,"j",567.5,NA,NA,NA,NA,NA,NA,NA
"129","2022-09-23_10h37.26.144",1002,"stroop",105,"orange","blue",NA,"d",1564.4,NA,NA,NA,NA,NA,NA,NA
"130","2022-09-23_10h37.26.144",1002,"stroop",106,"blue","orange",NA,"j",1348.5,NA,NA,NA,NA,NA,NA,NA
"131","2022-09-23_10h37.26.144",1002,"stroop",107,"green","blue",NA,"d",731.7,NA,NA,NA,NA,NA,NA,NA
"132","2022-09-23_10h37.26.144",1002,"stroop",108,"green","orange",NA,"j",848.9,NA,NA,NA,NA,NA,NA,NA
"133","2022-09-23_10h37.26.144",1002,"stroop",109,"orange","orange",NA,"j",632.2,NA,NA,NA,NA,NA,NA,NA
"134","2022-09-23_10h37.26.144",1002,"stroop",110,"yellow","blue",NA,"d",748.8,NA,NA,NA,NA,NA,NA,NA
"135","2022-09-23_10h37.26.144",1002,"stroop",111,"green","green",NA,"f",847.2,NA,NA,NA,NA,NA,NA,NA
"136","2022-09-23_10h37.26.144",1002,"stroop",112,"yellow","green",NA,"f",616.4,NA,NA,NA,NA,NA,NA,NA
"137","2022-09-23_10h37.26.144",1002,"stroop",113,"yellow","orange",NA,"j",933.9,NA,NA,NA,NA,NA,NA,NA
"138","2022-09-23_10h37.26.144",1002,"stroop",114,"green","yellow",NA,"k",1316.4,NA,NA,NA,NA,NA,NA,NA
"139","2022-09-23_10h37.26.144",1002,"stroop",115,"orange","orange",NA,"j",549.9,NA,NA,NA,NA,NA,NA,NA
"140","2022-09-23_10h37.26.144",1002,"stroop",116,"yellow","yellow",NA,"k",649.9,NA,NA,NA,NA,NA,NA,NA
"141","2022-09-23_10h37.26.144",1002,"stroop",117,"yellow","yellow",NA,"k",800,NA,NA,NA,NA,NA,NA,NA
"142","2022-09-23_10h37.26.144",1002,"stroop",118,"blue","orange",NA,"j",1566.8,NA,NA,NA,NA,NA,NA,NA
"143","2022-09-23_10h37.26.144",1002,"stroop",119,"blue","yellow",NA,"k",2081.1,NA,NA,NA,NA,NA,NA,NA
"144","2022-09-23_10h37.26.144",1002,"stroop",120,"yellow","orange",NA,"j",747.6,NA,NA,NA,NA,NA,NA,NA
"145","2022-09-23_10h37.26.144",1002,"stroop",121,"yellow","yellow",NA,"k",597.1,NA,NA,NA,NA,NA,NA,NA
"146","2022-09-23_10h37.26.144",1002,"stroop",122,"orange","orange",NA,"k",468.6,NA,NA,NA,NA,NA,NA,NA
"147","2022-09-23_10h37.26.144",1002,"stroop",123,"orange","blue",NA,"d",1299.1,NA,NA,NA,NA,NA,NA,NA
"148","2022-09-23_10h37.26.144",1002,"stroop",124,"orange","orange",NA,"j",1180.8,NA,NA,NA,NA,NA,NA,NA
"149","2022-09-23_10h37.26.144",1002,"stroop",125,"orange","orange",NA,"j",482.6,NA,NA,NA,NA,NA,NA,NA
"150","2022-09-23_10h37.26.144",1002,"stroop",126,"green","green",NA,"f",965.9,NA,NA,NA,NA,NA,NA,NA
"151","2022-09-23_10h37.26.144",1002,"stroop",127,"yellow","yellow",NA,"k",680.8,NA,NA,NA,NA,NA,NA,NA
"152","2022-09-23_10h37.26.144",1002,"stroop",128,"orange","blue",NA,"d",1747.7,NA,NA,NA,NA,NA,NA,NA
"153","2022-09-23_10h37.26.144",1002,"stroop",129,"orange","orange",NA,"j",717.4,NA,NA,NA,NA,NA,NA,NA
"154","2022-09-23_10h37.26.144",1002,"stroop",130,"green","blue",NA,"d",1948.9,NA,NA,NA,NA,NA,NA,NA
"155","2022-09-23_10h37.26.144",1002,"stroop",131,"orange","orange",NA,"j",965.2,NA,NA,NA,NA,NA,NA,NA
"156","2022-09-23_10h37.26.144",1002,"stroop",132,"orange","green",NA,"f",650.1,NA,NA,NA,NA,NA,NA,NA
"157","2022-09-23_10h37.26.144",1002,"stroop",133,"blue","green",NA,"f",433.6,NA,NA,NA,NA,NA,NA,NA
"158","2022-09-23_10h37.26.144",1002,"stroop",134,"blue","blue",NA,"d",582.9,NA,NA,NA,NA,NA,NA,NA
"159","2022-09-23_10h37.26.144",1002,"stroop",135,"blue","yellow",NA,"k",716.3,NA,NA,NA,NA,NA,NA,NA
"160","2022-09-23_10h37.26.144",1002,"stroop",136,"yellow","yellow",NA,"k",533,NA,NA,NA,NA,NA,NA,NA
"161","2022-09-23_10h37.26.144",1002,"stroop",137,"orange","green",NA,"f",1584,NA,NA,NA,NA,NA,NA,NA
"162","2022-09-23_10h37.26.144",1002,"stroop",138,"yellow","green",NA,"f",417.1,NA,NA,NA,NA,NA,NA,NA
"163","2022-09-23_10h37.26.144",1002,"stroop",139,"green","green",NA,"f",455.5,NA,NA,NA,NA,NA,NA,NA
"164","2022-09-23_10h37.26.144",1002,"stroop",140,"blue","green",NA,"f",447.6,NA,NA,NA,NA,NA,NA,NA
"165","2022-09-23_10h37.26.144",1002,"stroop",141,"yellow","yellow",NA,"k",1014.6,NA,NA,NA,NA,NA,NA,NA
"166","2022-09-23_10h37.26.144",1002,"stroop",142,"green","green",NA,"f",700.7,NA,NA,NA,NA,NA,NA,NA
"167","2022-09-23_10h37.26.144",1002,"stroop",143,"green","blue",NA,"d",979.9,NA,NA,NA,NA,NA,NA,NA
"168","2022-09-23_10h37.26.144",1002,"stroop",144,"blue","yellow",NA,"k",1636.3,NA,NA,NA,NA,NA,NA,NA
"169","2022-09-23_10h37.26.144",1002,"stroop",145,"yellow","yellow",NA,"k",731.4,NA,NA,NA,NA,NA,NA,NA
"170","2022-09-23_10h37.26.144",1002,"stroop",146,"blue","green",NA,"d",1130.2,NA,NA,NA,NA,NA,NA,NA
"171","2022-09-23_10h37.26.144",1002,"stroop",147,"yellow","orange",NA,"j",2040.3,NA,NA,NA,NA,NA,NA,NA
"172","2022-09-23_10h37.26.144",1002,"stroop",148,"blue","blue",NA,"d",563.8,NA,NA,NA,NA,NA,NA,NA
"173","2022-09-23_10h37.26.144",1002,"stroop",149,"blue","blue",NA,"d",565.1,NA,NA,NA,NA,NA,NA,NA
"174","2022-09-23_10h37.26.144",1002,"stroop",150,"yellow","yellow",NA,"k",636,NA,NA,NA,NA,NA,NA,NA
"175","2022-09-23_10h37.26.144",1002,"stroop",151,"green","green",NA,"f",1247.3,NA,NA,NA,NA,NA,NA,NA
"176","2022-09-23_10h37.26.144",1002,"stroop",152,"blue","blue",NA,"d",932.5,NA,NA,NA,NA,NA,NA,NA
"177","2022-09-23_10h37.26.144",1002,"stroop",153,"green","blue",NA,"d",551.6,NA,NA,NA,NA,NA,NA,NA
"178","2022-09-23_10h37.26.144",1002,"stroop",154,"yellow","blue",NA,"d",516.2,NA,NA,NA,NA,NA,NA,NA
"179","2022-09-23_10h37.26.144",1002,"stroop",155,"green","blue",NA,"d",399.5,NA,NA,NA,NA,NA,NA,NA
"180","2022-09-23_10h37.26.144",1002,"stroop",156,"green","green",NA,"f",766.7,NA,NA,NA,NA,NA,NA,NA
"181","2022-09-23_10h37.26.144",1002,"stroop",157,"green","yellow",NA,"k",1165.7,NA,NA,NA,NA,NA,NA,NA
"182","2022-09-23_10h37.26.144",1002,"stroop",158,"yellow","yellow",NA,"k",534.2,NA,NA,NA,NA,NA,NA,NA
"183","2022-09-23_10h37.26.144",1002,"stroop",159,"blue","orange",NA,"j",632.7,NA,NA,NA,NA,NA,NA,NA
"184","2022-09-23_10h37.26.144",1002,"stroop",160,"orange","orange",NA,"j",366.2,NA,NA,NA,NA,NA,NA,NA
"185","2022-09-23_10h37.26.144",1002,"stroop",161,"green","orange",NA,"j",431.4,NA,NA,NA,NA,NA,NA,NA
"186","2022-09-23_10h37.26.144",1002,"stroop",162,"blue","blue",NA,"d",914.5,NA,NA,NA,NA,NA,NA,NA
"187","2022-09-23_10h37.26.144",1002,"stroop",163,"yellow","blue",NA,"d",454.5,NA,NA,NA,NA,NA,NA,NA
"188","2022-09-23_10h37.26.144",1002,"stroop",164,"blue","green",NA,"f",697.9,NA,NA,NA,NA,NA,NA,NA
"189","2022-09-23_10h37.26.144",1002,"stroop",165,"yellow","blue",NA,"d",782.5,NA,NA,NA,NA,NA,NA,NA
"190","2022-09-23_10h37.26.144",1002,"stroop",166,"green","orange",NA,"j",1264,NA,NA,NA,NA,NA,NA,NA
"191","2022-09-23_10h37.26.144",1002,"stroop",167,"orange","green",NA,"f",2597.3,NA,NA,NA,NA,NA,NA,NA
"192","2022-09-23_10h37.26.144",1002,"stroop",168,"green","green",NA,"f",531.1,NA,NA,NA,NA,NA,NA,NA
"193","2022-09-23_10h37.26.144",1002,"stroop",169,"orange","yellow",NA,"k",1050.1,NA,NA,NA,NA,NA,NA,NA
"194","2022-09-23_10h37.26.144",1002,"stroop",170,"orange","yellow",NA,"k",497.8,NA,NA,NA,NA,NA,NA,NA
"195","2022-09-23_10h37.26.144",1002,"stroop",171,"green","green",NA,"f",680.8,NA,NA,NA,NA,NA,NA,NA
"196","2022-09-23_10h37.26.144",1002,"stroop",172,"green","green",NA,"f",599.5,NA,NA,NA,NA,NA,NA,NA
"197","2022-09-23_10h37.26.144",1002,"stroop",173,"orange","orange",NA,"j",966.6,NA,NA,NA,NA,NA,NA,NA
"198","2022-09-23_10h37.26.144",1002,"stroop",174,"orange","blue",NA,"d",631.8,NA,NA,NA,NA,NA,NA,NA
"199","2022-09-23_10h37.26.144",1002,"stroop",175,"blue","blue",NA,"d",450.2,NA,NA,NA,NA,NA,NA,NA
"200","2022-09-23_10h37.26.144",1002,"stroop",176,"green","orange",NA,"j",748.8,NA,NA,NA,NA,NA,NA,NA
"201","2022-09-23_10h37.26.144",1002,"stroop",177,"green","yellow",NA,"k",586.8,NA,NA,NA,NA,NA,NA,NA
"202","2022-09-23_10h37.26.144",1002,"stroop",178,"yellow","yellow",NA,"k",599.6,NA,NA,NA,NA,NA,NA,NA
"203","2022-09-23_10h37.26.144",1002,"stroop",179,"orange","orange",NA,"j",1016.5,NA,NA,NA,NA,NA,NA,NA
"204","2022-09-23_10h37.26.144",1002,"stroop",180,"green","green",NA,"f",1716.3,NA,NA,NA,NA,NA,NA,NA
"205","2022-09-23_10h37.26.144",1002,"stroop",181,"green","yellow",NA,"k",1367.8,NA,NA,NA,NA,NA,NA,NA
"206","2022-09-23_10h37.26.144",1002,"stroop",182,"blue","green",NA,"f",2316,NA,NA,NA,NA,NA,NA,NA
"207","2022-09-23_10h37.26.144",1002,"stroop",183,"blue","blue",NA,"d",556,NA,NA,NA,NA,NA,NA,NA
"208","2022-09-23_10h37.26.144",1002,"stroop",184,"orange","orange",NA,"j",597.7,NA,NA,NA,NA,NA,NA,NA
"209","2022-09-23_10h37.26.144",1002,"stroop",185,"orange","yellow",NA,"k",1153.1,NA,NA,NA,NA,NA,NA,NA
